date,darshans,weekend,weekday,summer,temp_max,temp_min,humidity,rainfall,rolling_avg_8,google_trend_score,is_public_holiday,is_festival,is_brahmostavam,rolling_avg_7,day,month
2013-10-16,63426,0,1,0,31.5,24.3,80,4.7,58666.25,60,1,0,0,61020.57142857143,16,10
2013-10-17,56136,0,1,0,30.9,23.4,83,1.0,58666.25,80,0,0,0,61020.57142857143,17,10
2013-10-18,62341,0,1,0,30.5,24.1,81,0.4,58666.25,50,0,0,0,61020.57142857143,18,10
2013-10-19,71231,1,0,0,30.8,24.0,80,1.1,58666.25,53,0,0,0,61020.57142857143,19,10
2013-10-20,72279,1,0,0,25.4,23.3,92,8.8,58666.25,39,0,0,0,61020.57142857143,20,10
2013-10-21,57964,0,0,0,24.4,23.2,95,27.5,58666.25,66,0,0,0,61020.57142857143,21,10
2013-10-22,43767,0,0,0,24.2,22.6,93,13.0,58666.25,60,0,0,0,61020.57142857143,22,10
2013-10-23,42186,0,1,0,26.5,22.9,89,6.8,58666.25,52,0,0,0,61020.57142857143,23,10
2013-10-24,49504,0,1,0,28.6,22.7,89,18.3,58666.25,92,0,0,0,57986.28571428572,24,10
2013-10-25,39816,0,1,0,29.1,23.4,88,19.6,56926.0,85,0,0,0,57038.857142857145,25,10
2013-10-26,62184,1,0,0,30.9,23.4,84,2.2,54886.0,59,0,0,0,53821.0,26,10
2013-10-27,57762,1,0,0,30.6,23.8,77,0.0,54866.375,0,0,0,0,52528.57142857143,27,10
2013-10-28,38251,0,0,0,30.2,24.0,84,1.8,53182.75,63,0,0,0,50454.71428571428,28,10
2013-10-29,40042,0,0,0,30.5,23.1,80,0.2,48929.25,64,0,0,0,47638.57142857143,29,10
2013-10-30,37671,0,1,0,29.9,22.9,80,0.0,46689.0,64,0,0,0,47106.42857142857,30,10
2013-10-31,42474,0,1,0,30.1,21.7,79,0.0,45927.0,55,0,0,0,46461.42857142857,31,10
2013-11-01,52228,0,1,0,29.0,22.4,87,3.3,45963.0,39,0,0,0,45457.142857142855,1,11
2013-11-02,66838,1,0,0,29.3,23.7,90,2.9,46303.5,38,0,0,0,47230.28571428572,2,11
2013-11-03,68003,1,0,0,27.7,22.8,90,4.9,49681.25,62,1,1,0,47895.142857142855,3,11
2013-11-04,69072,0,0,0,28.4,22.6,88,2.0,50408.625,59,0,0,0,49358.142857142855,4,11
2013-11-05,55789,0,0,0,28.3,21.7,82,0.1,51822.375,74,0,0,0,53761.142857142855,5,11
2013-11-06,51815,0,1,0,27.6,21.6,81,1.0,54014.625,68,0,0,0,56010.71428571428,6,11
2013-11-07,50762,0,1,0,28.5,20.3,79,0.0,55486.25,82,0,0,0,58031.28571428572,7,11
2013-11-08,63396,0,1,0,28.7,19.7,77,0.0,57122.625,74,0,0,0,59215.28571428572,8,11
2013-11-09,66768,1,0,0,28.2,18.8,77,0.0,59737.875,60,0,0,0,60810.71428571428,9,11
2013-11-10,67580,1,0,0,28.5,19.4,80,0.0,61555.375,52,0,0,0,60800.71428571428,10,11
2013-11-11,70016,0,0,0,29.4,20.2,79,0.0,61648.125,100,0,0,0,60740.28571428572,11,11
2013-11-12,52872,0,0,0,28.4,19.8,79,0.0,61899.75,97,0,0,0,60875.142857142855,12,11
2013-11-13,46719,0,1,0,29.3,18.2,75,0.0,59874.75,90,0,0,0,60458.42857142857,13,11
2013-11-14,53816,0,1,0,28.6,18.0,76,0.0,58741.0,70,1,0,0,59730.42857142857,14,11
2013-11-15,57969,0,1,0,27.9,17.7,78,0.0,58991.125,72,0,0,0,60166.71428571428,15,11
2013-11-16,67080,1,0,0,23.6,20.4,91,22.7,59892.0,60,0,0,0,59391.42857142857,16,11
2013-11-17,58215,1,0,0,23.1,20.0,97,24.7,60352.5,68,1,0,0,59436.0,17,11
2013-11-18,48658,0,0,0,26.0,21.8,93,6.2,59283.375,69,0,0,0,58098.142857142855,18,11
2013-11-19,46204,0,0,0,28.5,19.0,83,0.0,56918.125,83,0,0,0,55047.0,19,11
2013-11-20,50140,0,1,0,29.2,20.0,80,0.0,53941.625,68,0,0,0,54094.42857142857,20,11
2013-11-21,50104,0,1,0,30.6,19.2,74,0.0,53600.125,90,0,0,0,54583.142857142855,21,11
2013-11-22,52055,0,1,0,30.7,21.2,78,0.0,54023.25,70,0,0,0,54052.857142857145,22,11
2013-11-23,65501,1,0,0,28.3,21.7,87,1.4,53803.125,76,0,0,0,53208.0,23,11
2013-11-24,65880,1,0,0,27.6,22.7,91,4.4,54744.625,58,0,0,0,52982.42857142857,24,11
2013-11-25,51051,0,0,0,28.5,22.0,86,0.9,54594.625,98,0,0,0,54077.42857142857,25,11
2013-11-26,48084,0,0,0,29.5,20.6,80,0.0,53699.125,88,0,0,0,54419.28571428572,26,11
2013-11-27,42862,0,1,0,29.1,20.0,80,0.0,53627.375,70,0,0,0,54687.857142857145,27,11
2013-11-28,48067,0,1,0,23.3,20.3,80,0.0,53209.625,69,0,0,0,53648.142857142855,28,11
2013-11-29,55055,0,1,0,28.6,20.9,78,0.0,52950.5,85,0,0,0,53357.142857142855,29,11
2013-11-30,67041,1,0,0,28.1,19.2,86,0.2,53569.375,68,0,0,0,53785.71428571428,30,11
2013-12-01,66020,1,0,0,28.0,22.0,89,2.1,55442.625,64,0,0,0,54005.71428571428,1,12
2013-12-02,58695,0,0,0,27.9,22.3,93,6.4,55507.5,81,0,0,0,54025.71428571428,2,12
2013-12-03,45019,0,0,0,27.4,21.0,85,0.8,54609.375,57,0,0,0,55117.71428571428,3,12
2013-12-04,49085,0,1,0,27.1,18.6,79,0.0,53855.375,66,0,0,0,54679.857142857145,4,12
2013-12-05,49741,0,1,0,27.3,20.3,75,0.0,53980.5,73,0,0,0,55568.857142857145,5,12
2013-12-06,54624,0,1,0,27.2,19.1,71,0.0,54840.375,51,0,0,0,55808.0,6,12
2013-12-07,66848,1,0,0,26.6,19.1,72,1.9,55660.0,82,0,0,0,55746.42857142857,7,12
2013-12-08,73073,1,0,0,27.3,19.5,65,0.0,57134.125,0,0,0,0,55718.857142857145,8,12
2013-12-09,67341,0,0,0,29.5,17.2,63,0.0,57888.125,71,0,0,0,56726.42857142857,9,12
2013-12-10,48242,0,0,0,30.7,17.5,55,0.0,58053.25,50,0,0,0,57961.57142857143,10,12
2013-12-11,45151,0,1,0,30.5,20.6,59,0.3,56746.625,48,0,0,0,58422.0,11,12
2013-12-12,51648,0,1,0,25.4,22.5,77,4.0,56763.125,47,0,0,0,57860.0,12,12
2013-12-13,55786,0,1,0,27.2,22.5,89,4.6,57083.5,45,0,0,0,58132.42857142857,13,12
2013-12-14,70205,1,0,0,27.4,21.7,84,0.3,57839.125,52,0,0,0,58298.42857142857,14,12
2013-12-15,72528,1,0,0,29.1,18.8,73,0.0,59786.75,35,0,0,0,58778.0,15,12
2013-12-16,56132,0,0,0,27.2,15.8,67,0.0,60496.75,67,0,0,0,58700.142857142855,16,12
2013-12-17,55870,0,0,0,26.3,16.6,72,0.0,58379.125,55,0,0,0,57098.857142857145,17,12
2013-12-18,47636,0,1,0,26.5,16.0,72,0.0,56945.25,56,0,0,0,58188.57142857143,18,12
2013-12-19,44606,0,1,0,26.3,16.2,67,0.0,56869.5,39,0,0,0,58543.57142857143,19,12
2013-12-20,53084,0,1,0,27.7,15.0,68,0.0,56801.375,35,0,0,0,57537.57142857143,20,12
2013-12-21,64836,1,0,0,26.3,15.4,72,0.0,56980.875,49,0,0,0,57151.57142857143,21,12
2013-12-22,68289,1,0,0,27.5,15.5,73,0.0,58112.125,47,0,0,0,56384.57142857143,22,12
2013-12-24,61412,0,0,0,26.7,18.2,76,0.5,57872.625,55,0,0,0,55779.0,24,12
2013-12-25,61959,0,1,0,27.3,19.4,74,0.5,56483.125,52,1,0,0,56533.28571428572,25,12
2013-12-26,55556,0,1,0,26.8,16.8,69,0.0,57211.5,54,0,0,0,57403.142857142855,26,12
2013-12-27,58402,0,1,0,28.4,18.6,67,0.0,57172.25,72,0,0,0,58534.57142857143,27,12
2013-12-28,69693,1,0,0,27.8,19.1,69,0.0,58518.0,77,0,0,0,60505.42857142857,28,12
2013-12-29,71064,1,0,0,27.4,17.7,68,0.0,61653.875,59,0,0,0,62878.142857142855,29,12
2013-12-30,60758,0,0,0,26.7,17.3,67,0.0,63901.375,54,0,0,0,63767.857142857145,30,12
2013-12-31,44524,0,0,0,27.3,19.5,72,0.0,63391.625,66,0,0,0,62692.0,31,12
2014-01-01,73051,0,1,0,26.7,19.1,75,0.0,60421.0,55,0,0,0,60279.42857142857,1,1
2014-01-02,42264,0,1,0,27.5,18.5,71,0.0,61875.875,52,0,0,0,61864.0,2,1
2014-01-03,48003,0,1,0,27.4,18.9,74,0.0,59414.0,79,0,0,0,59965.142857142855,3,1
2014-01-04,58279,1,0,0,26.4,17.0,76,0.0,58469.875,33,0,0,0,58479.57142857143,4,1
2014-01-05,58708,1,0,0,28.5,18.9,74,0.0,58454.5,61,0,0,0,56849.0,5,1
2014-01-06,50075,0,0,0,28.4,18.8,75,0.0,57081.375,47,0,0,0,55083.857142857145,6,1
2014-01-07,48424,0,0,0,28.1,18.2,74,0.0,54457.75,48,0,0,0,53557.71428571428,7,1
2014-01-08,42666,0,1,0,28.1,18.1,73,0.0,52916.0,71,0,0,0,54114.857142857145,8,1
2014-01-09,45420,0,1,0,27.9,18.7,74,0.0,52683.75,59,0,0,0,49774.142857142855,9,1
2014-01-10,44745,0,1,0,29.0,18.5,75,0.0,49229.875,44,0,0,0,50225.0,10,1
2014-01-11,61467,1,0,0,28.6,18.0,74,0.0,49540.0,78,0,0,0,49759.57142857143,11,1
2014-01-12,77268,1,0,0,29.2,16.8,74,0.0,51223.0,80,0,0,0,50215.0,12,1
2014-01-13,68991,0,0,0,29.0,17.0,74,0.0,53596.625,39,0,0,0,52866.42857142857,13,1
2014-01-14,71283,0,0,0,28.8,18.9,73,0.0,54882.0,60,1,1,0,55568.71428571428,14,1
2014-01-15,61134,0,1,0,29.5,18.5,72,0.0,57533.0,63,0,1,0,58834.28571428572,15,1
2014-01-16,55315,0,1,0,29.7,19.8,73,0.0,59121.75,65,0,1,0,61472.57142857143,16,1
2014-01-17,63283,0,1,0,28.3,20.2,73,0.0,60702.875,65,0,0,0,62886.142857142855,17,1
2014-01-18,73462,1,0,0,28.3,19.7,71,0.0,62935.75,53,0,0,0,65534.42857142857,18,1
2014-01-19,73261,1,0,0,27.1,18.9,76,0.3,66525.375,37,0,0,0,67248.0,19,1
2014-01-20,66392,0,0,0,29.0,19.9,77,0.2,67999.625,57,0,0,0,66675.57142857143,20,1
2014-01-21,55266,0,0,0,28.2,20.0,73,0.3,66640.125,61,0,0,0,66304.28571428571,21,1
2014-01-22,49165,0,1,0,28.2,20.1,67,0.0,64924.5,75,0,0,0,64016.142857142855,22,1
2014-01-23,52007,0,1,0,29.2,19.3,66,0.0,62159.75,65,0,0,0,62306.28571428572,23,1
2014-01-24,52403,0,1,0,29.3,17.0,70,0.0,61018.875,75,0,0,0,61833.71428571428,24,1
2014-01-25,67429,1,0,0,28.4,18.9,70,0.0,60654.875,45,0,0,0,60279.42857142857,25,1
2014-01-26,71336,1,0,0,28.4,18.0,70,0.0,61173.125,76,1,0,0,59417.57142857143,26,1
2014-01-27,56097,0,0,0,28.6,19.0,70,0.0,60907.375,88,0,0,0,59142.57142857143,27,1
2014-01-28,54778,0,0,0,28.6,19.8,71,0.0,58761.875,55,0,0,0,57671.857142857145,28,1
2014-01-29,41668,0,1,0,29.0,19.4,71,0.0,57310.125,76,0,0,0,57602.142857142855,29,1
2014-01-30,43096,0,1,0,29.6,17.8,68,0.0,55610.375,69,0,0,0,56531.142857142855,30,1
2014-01-31,47096,0,1,0,29.7,17.2,70,0.0,54851.75,0,0,0,0,55258.142857142855,31,1
2014-02-02,66176,1,0,0,29.6,19.8,71,0.0,54237.875,61,0,0,0,54500.0,2,2
2014-02-03,61143,0,0,0,30.3,17.7,67,0.0,55959.5,69,0,0,0,54321.0,3,2
2014-02-04,52518,0,0,0,31.5,16.7,63,0.0,55173.75,46,0,0,0,52864.857142857145,4,2
2014-02-05,50226,0,1,0,32.1,15.8,57,0.0,52821.5,66,0,0,0,52353.57142857143,5,2
2014-02-06,58812,0,1,0,32.4,15.3,56,0.0,52087.625,0,0,1,0,51703.28571428572,6,2
2014-02-07,54031,0,1,0,32.2,15.5,53,0.0,52591.875,56,0,0,0,54152.42857142857,7,2
2014-02-08,67586,1,0,0,32.7,15.1,51,0.0,54137.25,44,0,0,0,55714.57142857143,8,2
2014-02-09,71451,1,0,0,33.4,15.7,52,0.0,57198.5,48,0,0,0,58641.71428571428,9,2
2014-02-10,65735,0,0,0,33.1,16.6,58,0.0,60242.875,56,0,0,0,59395.28571428572,10,2
2014-02-11,53449,0,0,0,31.8,17.3,66,0.0,60187.75,72,0,0,0,60051.28571428572,11,2
2014-02-12,50177,0,1,0,31.9,18.1,66,0.0,59226.0,42,0,0,0,60184.28571428572,12,2
2014-02-13,50011,0,1,0,31.1,17.8,67,0.0,58933.375,77,0,0,0,60177.28571428572,13,2
2014-02-14,51693,0,1,0,30.5,19.7,68,0.0,58906.5,51,0,0,0,58920.0,14,2
2014-02-15,65163,1,0,0,31.5,20.6,69,0.0,58016.625,47,0,0,0,58586.0,15,2
2014-02-16,70173,1,0,0,31.3,22.0,74,1.1,59408.125,0,0,0,0,58239.857142857145,16,2
2014-02-17,55093,0,0,0,29.9,21.3,81,1.8,59731.5,38,0,0,0,58057.28571428572,17,2
2014-02-18,51991,0,0,0,29.3,22.2,78,0.7,57686.75,60,0,0,0,56537.0,18,2
2014-02-19,43768,0,1,0,27.8,21.8,77,1.0,55968.75,48,0,0,0,56328.71428571428,19,2
2014-02-20,46483,0,1,0,29.3,21.5,70,0.0,54758.625,52,0,0,0,55413.142857142855,20,2
2014-02-21,54197,0,1,0,30.7,18.7,68,0.0,54296.875,55,0,0,0,54909.142857142855,21,2
2014-02-22,63807,1,0,0,31.0,17.5,64,0.0,54820.125,43,0,0,0,55266.857142857145,22,2
2014-02-23,65161,1,0,0,29.8,17.9,67,0.0,56334.375,50,0,0,0,55073.142857142855,23,2
2014-02-24,64771,0,0,0,27.6,17.3,78,0.6,56334.125,75,0,0,0,54357.142857142855,24,2
2014-02-25,54276,0,0,0,30.0,22.0,76,0.7,55658.875,53,0,0,0,55739.71428571428,25,2
2014-02-26,46293,0,1,0,31.1,20.4,72,0.0,55556.75,55,0,0,0,56066.142857142855,26,2
2014-02-27,49407,0,1,0,31.3,17.8,70,0.0,54844.5,71,1,1,0,56426.857142857145,27,2
2014-02-28,53022,0,1,0,31.9,18.9,71,0.0,55549.375,49,0,0,0,56844.57142857143,28,2
2014-03-01,64399,1,0,0,30.8,21.2,71,0.2,56366.75,59,0,0,0,56676.71428571428,1,3
2014-03-02,66159,1,0,0,30.8,21.4,68,0.1,57642.0,45,0,0,0,56761.28571428572,2,3
2014-03-03,60130,0,0,0,31.6,22.4,66,0.0,57936.0,76,0,0,0,56903.857142857145,3,3
2014-03-05,50390,0,1,0,29.9,22.7,71,0.6,57307.125,70,0,0,0,56240.857142857145,5,3
2014-03-06,51110,0,1,0,30.8,21.8,70,0.3,55509.5,64,0,0,0,55685.71428571428,6,3
2014-03-08,69447,1,0,0,31.3,19.9,67,0.0,55113.75,62,0,0,0,56373.857142857145,8,3
2014-03-09,75591,1,0,0,29.9,20.8,67,0.0,58008.0,54,0,0,0,59236.71428571428,9,3
2014-03-10,63089,0,0,0,32.0,21.2,67,0.0,61281.0,53,0,0,0,62460.857142857145,10,3
2014-03-11,50170,0,0,0,31.5,22.4,67,0.0,62539.375,50,0,0,0,62273.71428571428,11,3
2014-03-12,51899,0,1,0,32.4,21.0,68,0.0,60760.75,50,0,0,0,59989.57142857143,12,3
2014-03-13,52402,0,1,0,32.8,19.6,65,0.0,58978.25,64,0,0,0,58813.71428571428,13,3
2014-03-14,55723,0,1,0,33.7,19.1,55,0.0,58012.25,55,0,0,0,59101.142857142855,14,3
2014-03-15,69134,1,0,0,34.0,18.5,51,0.0,58678.875,69,0,0,0,59760.142857142855,15,3
2014-03-16,70050,1,0,0,34.9,18.5,53,0.0,60931.875,91,0,0,0,59715.42857142857,16,3
2014-03-18,61905,0,0,0,36.5,18.6,54,0.0,61007.25,44,0,0,0,58923.857142857145,18,3
2014-03-19,51106,0,1,0,36.2,19.5,56,0.0,59296.5,85,0,0,0,58754.71428571428,19,3
2014-03-20,52058,0,1,0,37.3,20.3,63,0.0,57798.625,54,0,0,0,58888.42857142857,20,3
2014-03-21,54739,0,1,0,38.2,22.1,62,0.0,58034.625,80,0,0,0,58911.142857142855,21,3
2014-03-22,63089,1,0,0,37.6,22.3,61,0.0,58389.625,61,0,0,0,59245.0,22,3
2014-03-23,78277,1,0,0,36.4,22.8,58,0.0,59725.5,59,0,0,0,60297.28571428572,23,3
2014-03-24,53973,0,0,0,36.8,20.8,62,0.0,62544.75,50,0,0,0,61603.42857142857,24,3
2014-03-25,48258,0,0,0,36.5,20.9,63,0.0,60649.625,74,0,0,0,59306.71428571428,25,3
2014-03-26,54672,0,1,0,35.7,20.5,59,0.0,57925.625,42,0,0,0,57357.142857142855,26,3
2014-03-27,58449,0,1,0,35.7,20.0,56,0.0,57021.5,45,0,0,0,57866.57142857143,27,3
2014-03-28,54104,0,1,0,37.5,19.8,46,0.0,57939.375,78,0,0,0,58779.57142857143,28,3
2014-03-29,68837,1,0,0,38.4,20.9,45,0.0,58195.125,100,0,0,0,58688.857142857145,29,3
2014-03-30,73050,1,0,0,39.0,22.0,40,0.0,59957.375,59,0,0,0,59510.0,30,3
2014-03-31,56095,0,0,0,39.3,22.6,38,0.0,61202.5,79,0,1,0,58763.28571428572,31,3
2014-04-01,54992,0,0,0,39.3,21.8,43,0.0,58429.75,75,0,0,0,59066.42857142857,1,4
2014-04-02,50281,0,1,0,38.2,22.0,51,0.0,58557.125,75,0,0,0,60028.42857142857,2,4
2014-04-03,55192,0,1,0,36.6,23.2,63,0.0,58810.0,72,0,0,0,59401.142857142855,3,4
2014-04-04,55832,0,1,0,36.6,22.7,61,0.0,58875.0,100,0,0,0,58935.857142857145,4,4
2014-04-05,65834,1,0,0,37.3,21.3,61,0.0,58547.875,48,0,0,0,59182.71428571428,5,4
2014-04-06,71731,1,0,0,38.1,23.2,62,0.0,60014.125,62,0,0,0,58753.71428571428,6,4
2014-04-07,56336,0,0,0,38.1,22.9,60,0.0,60375.875,66,0,0,0,58565.28571428572,7,4
2014-04-08,48532,0,0,0,39.1,22.5,56,0.0,58286.625,54,1,1,0,58599.71428571428,8,4
2014-04-09,41450,0,1,0,39.1,24.5,55,0.0,57341.25,72,0,0,0,57676.857142857145,9,4
2014-04-10,53884,0,1,0,36.6,26.5,50,0.7,55648.5,85,0,0,0,56415.28571428572,10,4
2014-04-11,56293,0,1,0,38.4,24.9,50,0.0,56098.875,75,0,0,0,56228.42857142857,11,4
2014-04-12,67278,1,0,0,37.7,25.3,63,0.0,56236.5,73,0,0,0,56294.28571428572,12,4
2014-04-13,75672,1,0,0,37.0,25.8,66,0.0,57667.25,49,1,0,0,56500.57142857143,13,4
2014-04-14,76013,0,0,0,36.5,25.2,68,0.0,58897.0,74,0,1,0,57063.57142857143,14,4
2014-04-15,60181,0,0,0,36.3,25.1,66,0.0,59432.25,66,0,0,0,59874.57142857143,15,4
2014-04-16,49664,0,1,0,37.1,24.0,62,0.0,59912.875,81,0,0,0,61538.71428571428,16,4
2014-04-17,55384,0,1,0,38.4,24.0,58,0.0,60054.375,78,0,0,0,62712.142857142855,17,4
2014-04-18,56012,0,1,0,38.0,24.9,62,0.0,61796.125,75,1,0,0,62926.42857142857,18,4
2014-04-19,72952,1,0,0,38.0,23.9,60,0.0,62062.125,78,0,0,0,62886.28571428572,19,4
2014-04-20,80032,1,0,0,37.2,22.3,55,0.0,64144.5,83,0,0,0,63696.857142857145,20,4
2014-04-21,67211,0,0,0,37.5,21.8,55,0.0,65738.75,68,0,0,0,64319.71428571428,21,4
2014-04-22,53898,0,0,0,36.8,22.1,58,0.0,64681.125,64,0,0,0,63062.28571428572,22,4
2014-04-23,42774,0,1,0,36.9,22.7,57,0.0,61916.75,73,0,0,0,62164.71428571428,23,4
2014-04-24,52670,0,1,0,38.5,22.2,58,0.0,59740.875,47,0,0,0,61180.42857142857,24,4
2014-04-25,62039,0,1,0,39.2,23.9,61,0.0,60116.625,58,0,0,0,60792.71428571428,25,4
2014-04-26,68181,1,0,0,39.2,25.9,60,0.0,60948.5,65,0,0,0,61653.71428571428,26,4
2014-04-27,73545,1,0,0,38.5,26.2,61,0.0,62469.625,53,0,0,0,60972.142857142855,27,4
2014-04-28,71036,0,0,0,38.3,25.8,61,0.0,62543.75,46,0,0,0,60045.42857142857,28,4
2014-04-29,52653,0,0,0,37.6,25.0,62,0.0,61419.25,71,0,0,0,60591.857142857145,29,4
2014-04-30,48281,0,1,0,37.5,26.3,63,0.0,59599.5,53,0,0,0,60414.0,30,4
2014-05-01,53502,0,1,1,38.3,26.0,60,0.1,58897.375,60,0,0,0,61200.71428571428,1,5
2014-05-02,61327,0,1,1,37.6,26.5,61,0.1,60238.375,70,0,0,0,61319.57142857143,2,5
2014-05-03,73185,1,0,1,37.9,26.3,65,0.2,61320.5,68,0,0,0,61217.857142857145,3,5
2014-05-04,77225,1,0,1,35.8,26.2,68,0.3,62713.75,46,0,0,0,61932.71428571428,4,5
2014-05-05,70273,0,0,1,34.6,25.1,72,1.4,63844.25,62,0,0,0,62458.42857142857,5,5
2014-05-06,60317,0,0,1,33.2,25.2,78,7.5,63435.25,44,0,0,0,62349.42857142857,6,5
2014-05-07,54066,0,1,1,29.7,24.5,85,8.7,62095.375,60,0,0,0,63444.28571428572,7,5
2014-05-08,59041,0,1,1,29.7,24.2,87,9.9,62272.0,39,0,0,0,64270.71428571428,8,5
2014-05-10,65280,1,0,1,36.3,24.8,64,0.0,63617.0,46,0,0,0,65062.0,10,5
2014-05-11,76709,1,0,1,37.7,25.5,59,0.0,65089.25,67,0,0,0,65626.71428571429,11,5
2014-05-12,70464,0,0,1,39.2,25.6,51,0.0,67012.0,54,0,0,0,66130.14285714286,12,5
2014-05-13,70124,0,0,1,39.9,27.0,52,0.0,66671.875,39,0,1,0,65164.28571428572,13,5
2014-05-14,69645,0,1,1,39.9,28.0,42,0.0,65784.25,54,1,0,0,65143.0,14,5
2014-05-15,57573,0,1,1,41.3,27.6,40,0.0,65705.75,29,0,0,0,66475.57142857143,15,5
2014-05-16,60827,0,1,1,40.6,27.6,37,0.0,65362.75,0,0,0,0,66976.57142857143,16,5
2014-05-17,73456,1,0,1,39.6,28.2,43,0.0,66207.875,52,0,0,0,67231.71428571429,17,5
2014-05-18,77495,1,0,1,39.7,28.7,47,0.0,68009.75,52,0,0,0,68399.71428571429,18,5
2014-05-19,69504,0,0,1,40.8,25.5,53,0.0,69536.625,41,0,0,0,68512.0,19,5
2014-05-20,67551,0,0,1,39.7,26.4,55,0.5,68636.0,36,0,0,0,68374.85714285714,20,5
2014-05-22,58361,0,1,1,40.4,27.2,53,5.9,68271.875,57,0,0,0,68007.28571428571,22,5
2014-05-23,64133,0,1,1,40.9,28.8,45,0.1,66801.5,86,0,0,0,66395.28571428571,23,5
2014-05-24,66359,1,0,1,41.1,28.8,44,0.5,66112.5,54,0,0,0,67332.42857142857,24,5
2014-05-25,82264,1,0,1,41.4,28.1,50,0.0,67210.75,0,0,0,0,68122.71428571429,25,5
2014-05-26,78085,0,0,1,40.7,28.9,49,0.4,69890.375,69,0,0,0,69381.0,26,5
2014-05-27,76382,0,0,1,41.0,27.5,52,0.5,70469.0,47,0,0,0,69465.28571428571,27,5
2014-05-29,53956,0,1,1,39.4,27.1,54,0.0,70329.875,70,0,0,0,70447.85714285714,29,5
2014-05-30,57056,0,1,1,40.9,27.5,49,0.0,68386.375,44,0,0,0,68505.71428571429,30,5
2014-05-31,68848,1,0,1,41.2,28.3,46,0.0,67074.5,52,0,0,0,68319.28571428571,31,5
2014-06-01,77741,1,0,1,42.0,28.5,49,0.5,68385.375,55,0,0,0,68992.85714285714,1,6
2014-06-03,70919,0,0,1,37.5,26.8,71,14.1,70086.375,64,0,0,0,70618.85714285714,3,6
2014-06-04,67085,0,1,1,36.4,26.5,65,0.0,70656.375,50,0,0,0,68998.14285714286,4,6
2014-06-05,54510,0,1,1,37.4,27.5,68,8.0,68759.0,68,0,0,0,67426.71428571429,5,6
2014-06-06,59041,0,1,1,36.7,26.7,68,15.0,65812.125,69,0,0,0,64302.142857142855,6,6
2014-06-07,71197,1,0,1,37.5,28.1,63,1.5,63644.5,50,0,0,0,65028.57142857143,7,6
2014-06-08,68190,1,0,1,37.9,27.8,60,4.8,65799.625,75,0,0,0,67048.71428571429,8,6
2014-06-09,76023,0,0,1,34.4,27.2,65,2.8,67191.375,68,0,0,0,66954.71428571429,9,6
2014-06-10,73749,0,0,1,37.5,28.5,58,1.6,68088.25,58,0,0,0,66709.28571428571,10,6
2014-06-11,69674,0,1,1,38.1,28.5,56,2.2,67589.25,62,0,0,0,67113.57142857143,11,6
2014-06-12,64177,0,1,1,37.9,28.3,53,2.6,67433.625,46,0,0,0,67483.42857142857,12,6
2014-06-13,66490,0,1,1,36.6,28.2,55,0.8,67070.125,71,0,1,0,68864.42857142857,13,6
2014-06-14,73188,1,0,1,36.8,28.5,52,0.3,68567.625,67,0,0,0,69928.57142857143,14,6
2014-06-15,77922,1,0,1,35.9,28.1,52,0.0,70336.0,64,0,0,0,70213.0,15,6
2014-06-16,80937,0,0,1,38.2,28.5,45,0.0,71176.625,69,0,0,0,71603.28571428571,16,6
2014-06-17,70152,0,0,1,39.1,28.6,47,0.6,72770.0,48,0,0,0,72305.28571428571,17,6
2014-06-18,69725,0,1,1,36.5,28.5,49,0.0,72036.125,54,0,0,0,71791.42857142857,18,6
2014-06-19,59462,0,1,1,37.6,28.5,47,0.0,71533.125,72,0,0,0,71798.71428571429,19,6
2014-06-20,61474,0,1,1,37.8,28.4,45,0.0,70256.625,83,0,0,0,71125.14285714286,20,6
2014-06-21,74697,1,0,1,38.3,28.5,46,0.0,69918.75,77,0,0,0,70408.57142857143,21,6
2014-06-22,80020,1,0,1,38.3,28.2,45,0.0,70944.625,51,0,0,0,70624.14285714286,22,6
2014-06-23,77029,0,0,1,38.0,28.3,43,0.0,71798.625,52,0,0,0,70923.85714285714,23,6
2014-06-24,71334,0,0,1,39.8,28.3,40,0.0,71687.0,69,0,0,0,70365.57142857143,24,6
2014-06-25,65836,0,1,1,39.3,28.9,38,0.0,70486.625,31,0,0,0,70534.42857142857,25,6
2014-06-26,60197,0,1,1,37.6,29.2,39,0.0,69947.125,31,0,0,0,69978.85714285714,26,6
2014-06-27,63209,0,1,1,38.8,28.7,48,0.5,68756.125,22,0,0,0,70083.85714285714,27,6
2014-06-28,77023,1,0,1,36.2,26.3,63,9.8,69224.5,29,0,0,0,70331.71428571429,28,6
2014-06-29,67601,1,0,1,36.2,26.1,71,17.9,71168.125,26,0,0,0,70664.0,29,6
2014-06-30,74459,0,0,1,35.5,26.0,69,3.3,70281.125,25,0,0,0,68889.85714285714,30,6
2014-07-01,66520,0,0,1,35.0,26.2,62,1.2,69586.0,30,0,0,0,68522.71428571429,1,7
2014-07-02,58128,0,1,1,35.5,26.7,59,0.0,68272.375,30,0,0,0,67835.0,2,7
2014-07-03,57048,0,1,1,36.4,28.1,50,0.0,66621.625,24,0,0,0,66733.85714285714,3,7
2014-07-04,61263,0,1,1,35.4,27.9,53,1.4,65523.125,35,0,0,0,66284.0,4,7
2014-07-05,69661,1,0,1,36.1,25.9,64,20.8,65656.375,21,0,0,0,66006.0,5,7
